codigo,estacion,departamento,provincia,modelo,variable,periodo_inicio,periodo_fin,ciclos,horizonte,resolucion,bias,mae,rmse,spearman,n
47259496,RECUAY,ANCASH,RECUAY,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.163,0.232,0.535,0.23,215
47259496,RECUAY,ANCASH,RECUAY,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.483,0.522,0.966,0.195,163
47259496,RECUAY,ANCASH,RECUAY,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.063,0.207,0.511,0.191,190
47259496,RECUAY,ANCASH,RECUAY,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.215,0.308,1.057,0.402,214
47259496,RECUAY,ANCASH,RECUAY,mpas15,pp,20260823,20260921,00Z,D1,6h,0.628,0.68,1.672,0.11,109
110138,SHAQUEK,ANCASH,RECUAY,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.359,0.359,0.94,S/D,226
110138,SHAQUEK,ANCASH,RECUAY,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.244,0.244,0.545,S/D,173
110138,SHAQUEK,ANCASH,RECUAY,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.005,0.005,0.026,S/D,198
110138,SHAQUEK,ANCASH,RECUAY,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.033,0.033,0.197,S/D,227
110138,SHAQUEK,ANCASH,RECUAY,mpas15,pp,20260823,20260921,00Z,D1,6h,0.283,0.283,0.874,S/D,115
211601,SAN JACINTO,ANCASH,SANTA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,S/D,S/D,S/D,S/D,0
211601,SAN JACINTO,ANCASH,SANTA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,S/D,S/D,S/D,S/D,0
211601,SAN JACINTO,ANCASH,SANTA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,S/D,S/D,S/D,S/D,0
211601,SAN JACINTO,ANCASH,SANTA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,S/D,S/D,S/D,S/D,0
211601,SAN JACINTO,ANCASH,SANTA,mpas15,pp,20260823,20260921,00Z,D1,6h,S/D,S/D,S/D,S/D,0
113253,CURAHUASI,APURIMAC,ABANCAY,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.504,0.544,1.116,0.383,226
113253,CURAHUASI,APURIMAC,ABANCAY,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.781,0.839,1.693,0.326,174
113253,CURAHUASI,APURIMAC,ABANCAY,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.068,0.179,0.491,0.352,199
113253,CURAHUASI,APURIMAC,ABANCAY,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.209,0.296,1.299,0.547,226
113253,CURAHUASI,APURIMAC,ABANCAY,mpas15,pp,20260823,20260921,00Z,D1,6h,0.619,0.708,1.277,0.247,115
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.364,0.488,1.085,0.542,213
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.628,0.813,1.688,0.563,160
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.125,0.212,0.775,0.371,186
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.392,0.584,1.811,0.635,212
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,mpas15,pp,20260823,20260921,00Z,D1,6h,0.704,0.861,1.58,0.291,108
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.071,0.327,0.732,0.479,221
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.505,0.693,1.393,0.44,169
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.059,0.279,0.664,0.528,193
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.205,0.481,1.336,0.405,220
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,mpas15,pp,20260823,20260921,00Z,D1,6h,0.213,0.455,0.917,0.369,112
113246,TANCAYLLO,APURIMAC,CHINCHEROS,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.607,0.743,1.679,0.47,226
113246,TANCAYLLO,APURIMAC,CHINCHEROS,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.57,0.74,2.019,0.456,172
113246,TANCAYLLO,APURIMAC,CHINCHEROS,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.2,0.324,1.064,0.339,198
113246,TANCAYLLO,APURIMAC,CHINCHEROS,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.34,0.528,1.564,0.409,227
113246,TANCAYLLO,APURIMAC,CHINCHEROS,mpas15,pp,20260823,20260921,00Z,D1,6h,0.602,0.734,1.484,0.408,115
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.42,0.498,0.999,0.433,224
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.283,0.379,0.781,0.457,171
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.04,0.204,0.525,0.353,196
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.226,0.298,0.897,0.439,225
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,mpas15,pp,20260823,20260921,00Z,D1,6h,0.527,0.634,1.168,0.329,114
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.001,0.001,0.002,S/D,4
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.146,0.146,0.18,S/D,3
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.0,0.0,0.0,S/D,2
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.0,0.0,0.0,S/D,4
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,mpas15,pp,20260823,20260921,00Z,D1,6h,0.0,0.0,0.0,S/D,2
47E26242,BOYADERO,AREQUIPA,AREQUIPA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.004,0.005,0.034,S/D,225
47E26242,BOYADERO,AREQUIPA,AREQUIPA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.0,0.0,0.0,S/D,172
47E26242,BOYADERO,AREQUIPA,AREQUIPA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.0,0.0,0.0,S/D,196
47E26242,BOYADERO,AREQUIPA,AREQUIPA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.0,0.0,0.001,S/D,224
47E26242,BOYADERO,AREQUIPA,AREQUIPA,mpas15,pp,20260823,20260921,00Z,D1,6h,0.0,0.0,0.0,S/D,114
116083,CAYMA,AREQUIPA,AREQUIPA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.133,0.251,2.066,-0.042,228
116083,CAYMA,AREQUIPA,AREQUIPA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.199,0.304,2.365,-0.04,174
116083,CAYMA,AREQUIPA,AREQUIPA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.219,0.219,2.19,-0.014,200
116083,CAYMA,AREQUIPA,AREQUIPA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.092,0.099,1.448,-0.011,229
116083,CAYMA,AREQUIPA,AREQUIPA,mpas15,pp,20260823,20260921,00Z,D1,6h,-0.172,0.206,2.038,-0.086,116
472147C4,CHARCANI,AREQUIPA,AREQUIPA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.032,0.085,0.375,-0.018,225
472147C4,CHARCANI,AREQUIPA,AREQUIPA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.035,0.07,0.363,0.236,171
472147C4,CHARCANI,AREQUIPA,AREQUIPA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.025,0.037,0.307,0.155,196
472147C4,CHARCANI,AREQUIPA,AREQUIPA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.009,0.018,0.204,0.433,225
472147C4,CHARCANI,AREQUIPA,AREQUIPA,mpas15,pp,20260823,20260921,00Z,D1,6h,0.017,0.069,0.348,0.151,114
116077,CHIGUATA,AREQUIPA,AREQUIPA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.002,0.002,0.014,S/D,224
116077,CHIGUATA,AREQUIPA,AREQUIPA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.015,0.015,0.077,S/D,172
116077,CHIGUATA,AREQUIPA,AREQUIPA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.008,0.008,0.05,S/D,197
116077,CHIGUATA,AREQUIPA,AREQUIPA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.008,0.008,0.076,S/D,224
116077,CHIGUATA,AREQUIPA,AREQUIPA,mpas15,pp,20260823,20260921,00Z,D1,6h,0.088,0.088,0.35,S/D,114
116079,HUASACACHE,AREQUIPA,AREQUIPA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.008,0.011,0.067,0.309,229
116079,HUASACACHE,AREQUIPA,AREQUIPA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.001,0.009,0.05,0.551,175
116079,HUASACACHE,AREQUIPA,AREQUIPA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.01,0.01,0.073,S/D,199
116079,HUASACACHE,AREQUIPA,AREQUIPA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.008,0.011,0.072,0.191,228
116079,HUASACACHE,AREQUIPA,AREQUIPA,mpas15,pp,20260823,20260921,00Z,D1,6h,-0.001,0.018,0.116,-0.093,116
116065,LA PAMPILLA,AREQUIPA,AREQUIPA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.0,0.004,0.023,-0.021,228
116065,LA PAMPILLA,AREQUIPA,AREQUIPA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.013,0.015,0.078,-0.02,175
116065,LA PAMPILLA,AREQUIPA,AREQUIPA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.001,0.001,0.014,-0.007,200
116065,LA PAMPILLA,AREQUIPA,AREQUIPA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.0,0.004,0.027,-0.011,228
116065,LA PAMPILLA,AREQUIPA,AREQUIPA,mpas15,pp,20260823,20260921,00Z,D1,6h,0.041,0.045,0.208,-0.089,116
116086,LAS SALINAS,AREQUIPA,AREQUIPA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.14,0.14,0.619,0.333,229
116086,LAS SALINAS,AREQUIPA,AREQUIPA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.109,0.11,0.462,0.332,174
116086,LAS SALINAS,AREQUIPA,AREQUIPA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.025,0.026,0.12,0.386,199
116086,LAS SALINAS,AREQUIPA,AREQUIPA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.066,0.068,0.373,0.349,228
116086,LAS SALINAS,AREQUIPA,AREQUIPA,mpas15,pp,20260823,20260921,00Z,D1,6h,0.314,0.317,1.002,0.126,116
47E360B8,PATAHUASI,AREQUIPA,AREQUIPA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.097,0.101,0.398,0.142,232
47E360B8,PATAHUASI,AREQUIPA,AREQUIPA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.142,0.147,0.595,0.081,177
47E360B8,PATAHUASI,AREQUIPA,AREQUIPA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.036,0.039,0.184,-0.023,204
47E360B8,PATAHUASI,AREQUIPA,AREQUIPA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.07,0.075,0.539,-0.028,232
47E360B8,PATAHUASI,AREQUIPA,AREQUIPA,mpas15,pp,20260823,20260921,00Z,D1,6h,0.231,0.231,0.626,0.14,118
4722E032,PUENTE DEL DIABLO,AREQUIPA,AREQUIPA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.005,0.006,0.059,0.397,204
4722E032,PUENTE DEL DIABLO,AREQUIPA,AREQUIPA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.008,0.008,0.067,S/D,159
4722E032,PUENTE DEL DIABLO,AREQUIPA,AREQUIPA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.007,0.007,0.063,S/D,180
4722E032,PUENTE DEL DIABLO,AREQUIPA,AREQUIPA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.005,0.006,0.06,-0.01,204
4722E032,PUENTE DEL DIABLO,AREQUIPA,AREQUIPA,mpas15,pp,20260823,20260921,00Z,D1,6h,-0.006,0.006,0.059,-0.091,104
116082,SAN FRANCISCO,AREQUIPA,AREQUIPA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.002,0.002,0.012,S/D,221
116082,SAN FRANCISCO,AREQUIPA,AREQUIPA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.015,0.015,0.077,S/D,170
116082,SAN FRANCISCO,AREQUIPA,AREQUIPA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.001,0.001,0.007,S/D,193
116082,SAN FRANCISCO,AREQUIPA,AREQUIPA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.003,0.003,0.027,S/D,220
116082,SAN FRANCISCO,AREQUIPA,AREQUIPA,mpas15,pp,20260823,20260921,00Z,D1,6h,0.036,0.036,0.189,S/D,112
47E3B6D0,SAN JOSE DE UZUNA,AREQUIPA,AREQUIPA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.108,0.121,0.52,-0.064,232
47E3B6D0,SAN JOSE DE UZUNA,AREQUIPA,AREQUIPA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.095,0.102,0.384,-0.047,177
47E3B6D0,SAN JOSE DE UZUNA,AREQUIPA,AREQUIPA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.002,0.011,0.069,-0.027,204
47E3B6D0,SAN JOSE DE UZUNA,AREQUIPA,AREQUIPA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.012,0.024,0.184,-0.032,232
47E3B6D0,SAN JOSE DE UZUNA,AREQUIPA,AREQUIPA,mpas15,pp,20260823,20260921,00Z,D1,6h,0.011,0.023,0.142,0.097,118
47E27134,SOCOSANI,AREQUIPA,AREQUIPA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.006,0.006,0.05,S/D,200
47E27134,SOCOSANI,AREQUIPA,AREQUIPA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.018,0.018,0.118,S/D,152
47E27134,SOCOSANI,AREQUIPA,AREQUIPA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.001,0.001,0.008,S/D,174
47E27134,SOCOSANI,AREQUIPA,AREQUIPA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.001,0.001,0.012,S/D,198
47E27134,SOCOSANI,AREQUIPA,AREQUIPA,mpas15,pp,20260823,20260921,00Z,D1,6h,0.01,0.01,0.1,S/D,101
472EE1AE,TINGO GRANDE,AREQUIPA,AREQUIPA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.0,0.0,0.0,S/D,2
472EE1AE,TINGO GRANDE,AREQUIPA,AREQUIPA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.0,0.0,0.0,S/D,1
472EE1AE,TINGO GRANDE,AREQUIPA,AREQUIPA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.0,0.0,0.0,S/D,2
472EE1AE,TINGO GRANDE,AREQUIPA,AREQUIPA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.0,0.0,0.0,S/D,2
472EE1AE,TINGO GRANDE,AREQUIPA,AREQUIPA,mpas15,pp,20260823,20260921,00Z,D1,6h,0.0,0.0,0.0,S/D,1
116078,TUCTUMPAYA,AREQUIPA,AREQUIPA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.116,0.117,0.522,S/D,228
116078,TUCTUMPAYA,AREQUIPA,AREQUIPA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.1,0.1,0.385,S/D,174
116078,TUCTUMPAYA,AREQUIPA,AREQUIPA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.011,0.011,0.068,S/D,200
116078,TUCTUMPAYA,AREQUIPA,AREQUIPA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.021,0.021,0.22,S/D,229
116078,TUCTUMPAYA,AREQUIPA,AREQUIPA,mpas15,pp,20260823,20260921,00Z,D1,6h,0.035,0.035,0.186,S/D,116
116081,YURA,AREQUIPA,AREQUIPA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.174,0.227,1.891,-0.158,178
116081,YURA,AREQUIPA,AREQUIPA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.092,0.176,1.572,-0.026,133
116081,YURA,AREQUIPA,AREQUIPA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.228,0.229,2.015,-0.016,156
116081,YURA,AREQUIPA,AREQUIPA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.101,0.102,1.346,-0.008,175
116081,YURA,AREQUIPA,AREQUIPA,mpas15,pp,20260823,20260921,00Z,D1,6h,-0.189,0.211,1.89,0.063,89
116084,CAMANA,AREQUIPA,CAMANA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.114,0.114,0.161,S/D,4
116084,CAMANA,AREQUIPA,CAMANA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,0.0,0.0,0.0,S/D,2
116084,CAMANA,AREQUIPA,CAMANA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.0,0.0,0.0,S/D,4
116084,CAMANA,AREQUIPA,CAMANA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,0.001,0.001,0.002,S/D,4
116084,CAMANA,AREQUIPA,CAMANA,mpas15,pp,20260823,20260921,00Z,D1,6h,0.0,0.0,0.0,S/D,2
472D23BE,OCOÑA,AREQUIPA,CAMANA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,0.284,0.379,0.792,0.3,228
472D23BE,OCOÑA,AREQUIPA,CAMANA,gfs,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.093,0.13,0.459,0.303,174
472D23BE,OCOÑA,AREQUIPA,CAMANA,eta5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.094,0.117,0.437,0.174,200
472D23BE,OCOÑA,AREQUIPA,CAMANA,wrf5,pp,20260823,20260921,"00Z,12Z",D1,6h,-0.109,0.111,0.424,0.114,229
472D23BE,OCOÑA,AREQUIPA,CAMANA,mpas15,pp,20260823,20260921,00Z,D1,6h,-0.048,0.141,0.472,0.138,116
214400,HUATIAPA,AREQUIPA,CASTILLA,ecmwf,pp,20260823,20260921,"00Z,12Z",D1,6h,S/D,S/D,S/D,S/D,0
